Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2016,Far Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,14
2016,Far Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Not Worn,1
2016,Far Northern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,5
2016,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,13
2016,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2016,Far Northern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,2
2016,Far Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,19
2016,Far Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,2
2016,Far Northern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,3
2016,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,13
2016,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
2016,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,18
2016,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,12
2016,Far Northern,Hospitalised,Unknown,Female,Vehicle Occupant,Restrained,1
2016,Far Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,4
2016,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2016,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,6
2016,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Not applicable,1
2016,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,12
2016,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,12
2016,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Use Not determined,1
2016,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,3
2016,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Not applicable,1
2016,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,15
2016,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,6
2016,Far Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2016,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,8
2016,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,11
2016,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,3
2016,Far Northern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,5
2016,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
2016,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,6
2016,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,16
2016,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,6
2016,Far Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,9
2016,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,14
2016,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,8
2016,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Not applicable,1
2016,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,23
2016,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Hospitalised,75 and over,Male,Bicyclist,Helmet Use Not determined,1
2016,Far Northern,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Hospitalised,75 and over,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,6
2016,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,15
2016,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,4
2016,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
2016,Far Northern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,26
2016,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,2
2016,Far Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Use Not determined,1
2016,Far Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,14
2016,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,25
2016,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,4
2016,Far Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,23
2016,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,17
2016,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,12
2016,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,5
2016,Far Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
2016,Far Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,1
2016,Far Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
2016,Far Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Not applicable,1
2016,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,9
2016,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,3
2016,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,26
2016,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,8
2016,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,2
2016,Far Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,12
2016,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,17
2016,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,6
2016,Far Northern,Medically treated,40 to 49,Male,Bicyclist,Not applicable,1
2016,Far Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,13
2016,Far Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
2016,Far Northern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,3
2016,Far Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,12
2016,Far Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,6
2016,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,20
2016,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Medically treated,75 and over,Male,Bicyclist,Helmet Worn,1
2016,Far Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,6
2016,Far Northern,Medically treated,25 to 29,Unknown,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Medically treated,30 to 39,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,4
2016,Far Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,4
2016,Far Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
2016,Far Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,6
2016,Far Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,9
2016,Far Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,1
2016,Far Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,9
2016,Far Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,2
2016,Far Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,5
2016,Far Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,2
2016,Far Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,2
2016,Far Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Minor injury,0 to 16,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,2
2016,Far Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,5
2016,Far Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,3
2016,Far Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,6
2016,Far Northern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,5
2016,Far Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,1
2016,Far Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,7
2016,Far Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,Far Northern,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,2
2016,Far Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,7
2016,Far Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,2
2016,Far Northern,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,2
2016,Far Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,5
2016,Far Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2016,Far Northern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,1
2016,North Coast,Fatality,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Fatality,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,50 to 59,Female,Motorcyclist,Helmet Worn,1
2016,North Coast,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,4
2016,North Coast,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,75 and over,Female,Vehicle Occupant,Restrained,1
2016,North Coast,Fatality,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Fatality,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,2
2016,North Coast,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
2016,North Coast,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,4
2016,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2016,North Coast,Fatality,40 to 49,Male,Bicyclist,Helmet Worn,1
2016,North Coast,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,4
2016,North Coast,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,3
2016,North Coast,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,3
2016,North Coast,Fatality,50 to 59,Male,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,60 to 74,Male,Bicyclist,Helmet Worn,1
2016,North Coast,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,4
2016,North Coast,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
2016,North Coast,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2016,North Coast,Fatality,75 and over,Male,Bicyclist,Helmet Worn,1
2016,North Coast,Fatality,75 and over,Male,Vehicle Occupant,Restrained,2
2016,North Coast,Fatality,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Fatality,0 to 16,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Hospitalised,0 to 16,Female,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,1
2016,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,27
2016,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,4
2016,North Coast,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,3
2016,North Coast,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,4
2016,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Not applicable,1
2016,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,95
2016,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,18
2016,North Coast,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,3
2016,North Coast,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,2
2016,North Coast,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,36
2016,North Coast,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,9
2016,North Coast,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,1
2016,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,59
2016,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,10
2016,North Coast,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2016,North Coast,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
2016,North Coast,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,4
2016,North Coast,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,66
2016,North Coast,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,9
2016,North Coast,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,2
2016,North Coast,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,6
2016,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,54
2016,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,4
2016,North Coast,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,5
2016,North Coast,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,3
2016,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,54
2016,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,7
2016,North Coast,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Not applicable,1
2016,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,31
2016,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Hospitalised,75 and over,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Hospitalised,Unknown,Female,Vehicle Occupant,Restrained,1
2016,North Coast,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,4
2016,North Coast,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,1
2016,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,22
2016,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
2016,North Coast,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2016,North Coast,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,2
2016,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,21
2016,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Not applicable,1
2016,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,74
2016,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,26
2016,North Coast,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,3
2016,North Coast,Hospitalised,25 to 29,Male,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,14
2016,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,32
2016,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,19
2016,North Coast,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,3
2016,North Coast,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,3
2016,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2016,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,35
2016,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,44
2016,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,20
2016,North Coast,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,3
2016,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2016,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,6
2016,North Coast,Hospitalised,40 to 49,Male,Bicyclist,Not applicable,1
2016,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,33
2016,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,45
2016,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,12
2016,North Coast,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,3
2016,North Coast,Hospitalised,50 to 59,Male,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,10
2016,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,46
2016,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,42
2016,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,5
2016,North Coast,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,2
2016,North Coast,Hospitalised,60 to 74,Male,Bicyclist,Helmet Not Worn,1
2016,North Coast,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,7
2016,North Coast,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,29
2016,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,41
2016,North Coast,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,6
2016,North Coast,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,3
2016,North Coast,Hospitalised,75 and over,Male,Motorcyclist,Helmet Use Not determined,1
2016,North Coast,Hospitalised,75 and over,Male,Motorcyclist,Helmet Worn,6
2016,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Not applicable,1
2016,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,32
2016,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,4
2016,North Coast,Hospitalised,75 and over,Male,Vehicle Occupant,Unrestrained,2
2016,North Coast,Hospitalised,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2016,North Coast,Hospitalised,0 to 16,Unknown,Bicyclist,Helmet Use Not determined,1
2016,North Coast,Hospitalised,25 to 29,Unknown,Vehicle Occupant,Restrained,1
2016,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,3
2016,North Coast,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,2
2016,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,43
2016,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,11
2016,North Coast,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,1
2016,North Coast,Medically treated,17 to 24,Female,Bicyclist,Helmet Use Not determined,1
2016,North Coast,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,4
2016,North Coast,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,2
2016,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,146
2016,North Coast,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,23
2016,North Coast,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,1
2016,North Coast,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,2
2016,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,49
2016,North Coast,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,10
2016,North Coast,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,2
2016,North Coast,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,3
2016,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,113
2016,North Coast,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,16
2016,North Coast,Medically treated,40 to 49,Female,Bicyclist,Helmet Worn,4
2016,North Coast,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,4
2016,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Not applicable,1
2016,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,103
2016,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,10
2016,North Coast,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,2
2016,North Coast,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,3
2016,North Coast,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,1
2016,North Coast,Medically treated,50 to 59,Female,Vehicle Occupant,Not applicable,2
2016,North Coast,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,78
